Topic,Sentiment,TweetId,TweetDate,TweetText
microsoft,neutral,126644332177530880,Wed Oct 19 13:02:16 +0000 2011,See how you can save 40% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman
google,irrelevant,126500080659341315,Wed Oct 19 03:29:04 +0000 2011,#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?
microsoft,irrelevant,126671792877223936,Wed Oct 19 14:51:23 +0000 2011,"#Polska #Apple #Torrent #Mac


Free Download!!!

#Microsoft Office 2011 Mac PL

http://t.co/t2iC4z3F"
apple,neutral,125930143066759169,Mon Oct 17 13:44:20 +0000 2011,@Apple very disappointed Hogwarts not choice on world clock on iPhone
twitter,neutral,126875160623058944,Thu Oct 20 04:19:30 +0000 2011,Where is #Twitter
apple,irrelevant,125959699089719297,Mon Oct 17 15:41:47 +0000 2011,"Curso de DJ na @apple em breve, informaçoes 30114020 ou 91287199
msn: dj_sandrocosta@hotmail.com
@djtetekerbes"
apple,negative,126325125749542913,Tue Oct 18 15:53:51 +0000 2011,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
google,irrelevant,126519715085549568,Wed Oct 19 04:47:05 +0000 2011,Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android
twitter,neutral,126866628859281408,Thu Oct 20 03:45:36 +0000 2011,#Everybody on #twitter go in tha.#bathroom and say #bloodymary3 times wit tha light off
twitter,irrelevant,126864016613183489,Thu Oct 20 03:35:13 +0000 2011,jajajajaja la @mignonmc  contandome un secretoo ii x el #twitter jajajaja
twitter,irrelevant,126883741481177088,Thu Oct 20 04:53:36 +0000 2011,@EddDarkfawn Eso digo yo! pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en #Twitter! ajajajajaja
apple,negative,126363154837020672,Tue Oct 18 18:24:58 +0000 2011,removing all @apple shit.
microsoft,negative,126622538557177856,Wed Oct 19 11:35:40 +0000 2011,"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft"
google,neutral,126508398522019840,Wed Oct 19 04:02:07 +0000 2011,#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ
twitter,neutral,126880854361391104,Thu Oct 20 04:42:07 +0000 2011,Quit acting all hard. It's only #twitter
apple,neutral,125591434056318977,Sun Oct 16 15:18:25 +0000 2011,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
google,neutral,126529224642281472,Wed Oct 19 05:24:52 +0000 2011,Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics
microsoft,neutral,126671006302617600,Wed Oct 19 14:48:15 +0000 2011,RT @TheStreet: Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom
apple,neutral,126283024278110208,Tue Oct 18 13:06:33 +0000 2011,@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before
google,neutral,126501176559677441,Wed Oct 19 03:33:25 +0000 2011,Word of Mouth and the Internet - YouTube http://t.co/UCD9sDx4 #google #searching #wom
google,neutral,126493280832724992,Wed Oct 19 03:02:02 +0000 2011,Recent study of #Google CTR reveals that top three positions in #GoogleSearch receive 35% of traffic.... http://t.co/IHts3PyW
apple,positive,125495491701125120,Sun Oct 16 08:57:11 +0000 2011,New iOS 5 update is THE BEST. iloveyou @apple
google,positive,126488454921068544,Wed Oct 19 02:42:52 +0000 2011,Icecream Sandwich looking good so far. #android #google
microsoft,irrelevant,126686301780049920,Wed Oct 19 15:49:02 +0000 2011,Ha ha #rotfl #SteveBallmer haalt uit naar #android http://t.co/RQk2AnSM achterhoede gevecht v #microsoft
microsoft,neutral,126656236157538304,Wed Oct 19 13:49:34 +0000 2011,"#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3… http://t.co/qgzHlLpv"
apple,negative,125267178336419840,Sat Oct 15 17:49:57 +0000 2011,"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase..."
google,irrelevant,126486814520381440,Wed Oct 19 02:36:21 +0000 2011,Reconnaissance faciale poir debloquer ton phone :-)  #google #android
apple,neutral,126157019072835584,Tue Oct 18 04:45:51 +0000 2011,Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h
google,irrelevant,126494978561146881,Wed Oct 19 03:08:47 +0000 2011,"RT @interfase: Andy Rubin de #Google develó oficialmente el Samsung #GalaxyNexus, el 1er smartphone con #Android4.0 Ice Cream Sandwich h ..."
apple,negative,125309427422203904,Sat Oct 15 20:37:50 +0000 2011,@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None
microsoft,neutral,126664404891746304,Wed Oct 19 14:22:02 +0000 2011,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” » http://t.co/pxHqdSav"
google,irrelevant,126498451289673728,Wed Oct 19 03:22:35 +0000 2011,"@ksidd94 lol it's #tocomplicated to explain on here lol, #lookitup #google #twitterrookie #lmao"
google,irrelevant,126491356481859585,Wed Oct 19 02:54:24 +0000 2011,RT @Formateate: Tendremos nueva interfaz de #google #calendar
google,neutral,126524784120037376,Wed Oct 19 05:07:13 +0000 2011,#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS
twitter,neutral,126861715752222720,Thu Oct 20 03:26:04 +0000 2011,RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime
microsoft,neutral,126699405356171264,Wed Oct 19 16:41:06 +0000 2011,Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI
google,neutral,126520920352358401,Wed Oct 19 04:51:52 +0000 2011,"#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU"
apple,negative,125307394640199680,Sat Oct 15 20:29:46 +0000 2011,"Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi"
microsoft,neutral,126644191299252224,Wed Oct 19 13:01:42 +0000 2011,RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG
microsoft,irrelevant,126767180112076800,Wed Oct 19 21:10:25 +0000 2011,"#microsoft Steve Ballmer, CEO da Microsoft, critica usabilidade do Android http://t.co/OzC9ncs1 #windows #tecnologia"
google,irrelevant,126519837173358592,Wed Oct 19 04:47:34 +0000 2011,"Para todos los androides, he aquí la nueva bestia de #Google! El #GalaxyNexus http://t.co/oUTER1n4"
twitter,irrelevant,126870873176150017,Thu Oct 20 04:02:27 +0000 2011,RT @SaeldesN: @AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?
apple,neutral,125196751387889665,Sat Oct 15 13:10:06 +0000 2011,@Apple Scrapple. (:
google,neutral,126520501442056193,Wed Oct 19 04:50:12 +0000 2011,The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43
twitter,neutral,126883224587739136,Thu Oct 20 04:51:32 +0000 2011,RT......zZzZzZzZzZzZzZzZzZzZ...... #Twitter off
apple,negative,126377298650861568,Tue Oct 18 19:21:10 +0000 2011,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.
twitter,negative,126867543955738624,Thu Oct 20 03:49:14 +0000 2011,#Twitter got DEAD as fuck all of a sudden!!!
twitter,neutral,126868754033426434,Thu Oct 20 03:54:02 +0000 2011,RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter.
twitter,positive,126883416280006656,Thu Oct 20 04:52:18 +0000 2011,Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps
twitter,neutral,126866446323171328,Thu Oct 20 03:44:52 +0000 2011,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 27
twitter,neutral,126857676134166528,Thu Oct 20 03:10:01 +0000 2011,Twhistler makes Twitter sing!  #twitter http://t.co/wwNZ6dx6
twitter,neutral,126882726061146112,Thu Oct 20 04:49:33 +0000 2011,@kaiylw0lf So #Tumblr is way more addictive than #Twitter... but i still love both of them. and they can coincide with each other! #bromance
microsoft,neutral,126691146209558528,Wed Oct 19 16:08:17 +0000 2011,What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym
twitter,irrelevant,126862269148692481,Thu Oct 20 03:28:16 +0000 2011,@luisrodrigogali ajjaja noo nooo poes porqq se va a enterarr a menos q tengaa #Twitter jajaja
twitter,irrelevant,126869957085634560,Thu Oct 20 03:58:49 +0000 2011,"#twitter casi no te pelo, lo siento u.u JAJA"
microsoft,irrelevant,126644764383780865,Wed Oct 19 13:03:59 +0000 2011,Wauw.. Enorm inspirerende dag gehad op het #Microsoft kantoor over #socialmedia en #erp. Dank aan @JudithEva!
twitter,neutral,126868008902737920,Thu Oct 20 03:51:05 +0000 2011,enjoy  #Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/vKjwATSr great
google,irrelevant,126506159938088961,Wed Oct 19 03:53:13 +0000 2011,#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sólo en el #NexusPrime). #NFC #Google
twitter,neutral,126879548687130624,Thu Oct 20 04:36:57 +0000 2011,@simonsays_payme @KaleMurphy @chatoney #twitter addict.. Tweeting while being a Lil BITCH #jerkoffmore #KYS #SMILE http://t.co/7JDvu514
microsoft,neutral,126621144177577984,Wed Oct 19 11:30:07 +0000 2011,How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ
google,neutral,126496131382382592,Wed Oct 19 03:13:22 +0000 2011,Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o
microsoft,irrelevant,126785814876274688,Wed Oct 19 22:24:28 +0000 2011,Equipo altamente #certificado por #Cisco y #Microsoft
microsoft,negative,126635317108289536,Wed Oct 19 12:26:27 +0000 2011,Really hate the #Microsoft #mcp site
twitter,irrelevant,126861480128819201,Thu Oct 20 03:25:08 +0000 2011,no los menciono por que me calientan el #twitter
apple,negative,126380553464315904,Tue Oct 18 19:34:06 +0000 2011,It would be great If @Apple would send my new phone. #frustrated
microsoft,negative,126666110237032448,Wed Oct 19 14:28:48 +0000 2011,I did the best of everyone who failed - Bill Gate #Microsoft
microsoft,irrelevant,126698924621832192,Wed Oct 19 16:39:12 +0000 2011,"#Microsoft #Werk Sharepoint specialist, Groningen - Het gaat om het verder uitbouwen van een portal en om SharePoint... http://t.co/Ytq1Kv5d"
google,neutral,126532064823619584,Wed Oct 19 05:36:09 +0000 2011,#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW
microsoft,positive,126735438948995072,Wed Oct 19 19:04:17 +0000 2011,Can't wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK
microsoft,neutral,126731883659804672,Wed Oct 19 18:50:10 +0000 2011,#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb
twitter,neutral,126871971827953664,Thu Oct 20 04:06:49 +0000 2011,"its ok to put up bible verses & encouraging post about God on #Twitter, but make sure you stand by your words, cause your an example."
google,neutral,126494729474015232,Wed Oct 19 03:07:48 +0000 2011,@Ayy_Queen #google it lol espn too
google,neutral,126503090487705601,Wed Oct 19 03:41:01 +0000 2011,Dennis Goedegebuure’s Thoughts on Changes in #Google Analytics: I contacted Dennis and asked… http://t.co/okCwNrpq
twitter,irrelevant,126859363079041024,Thu Oct 20 03:16:43 +0000 2011,"o @jcsantos22f1 sumiuuuuuuuuuuuuuuu D, #TWITTER kkkkkk + apareceu n,msn... saudadeeees"
twitter,positive,126881080178507776,Thu Oct 20 04:43:01 +0000 2011,Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx
twitter,irrelevant,126865487584968704,Thu Oct 20 03:41:03 +0000 2011,xau #twitter.
microsoft,irrelevant,126671141854134273,Wed Oct 19 14:48:48 +0000 2011,"booooa tarde, sai da aula da #microsoft e agora to aqui na @Escola_Saga ; D"
apple,negative,125980659415138304,Mon Oct 17 17:05:04 +0000 2011,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?"
microsoft,irrelevant,126752590162698241,Wed Oct 19 20:12:27 +0000 2011,RT @DonChambitas: Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/tNWl0OYu #net ...
apple,negative,126416915664084992,Tue Oct 18 21:58:36 +0000 2011,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
google,neutral,126503703514578944,Wed Oct 19 03:43:27 +0000 2011,#Samsung Galaxy Nexus is now confirmed http://t.co/v4LR34p3 #googlenews #mobile #android40icecreamsandwich #google
google,negative,126506609823334400,Wed Oct 19 03:55:00 +0000 2011,"Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts"
apple,irrelevant,126340074777489408,Tue Oct 18 16:53:15 +0000 2011,@apple bees w. @DEEJAY_TINYT :)
google,neutral,126486926827065344,Wed Oct 19 02:36:48 +0000 2011,RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/DNwy6mqx by @MeghanKel
google,neutral,126532019999096832,Wed Oct 19 05:35:59 +0000 2011,@WEirDOsRunSHIT lol #google
google,neutral,126502296916987904,Wed Oct 19 03:37:52 +0000 2011,"#Google, #Samsung Add ’Ice Cream Sandwich’ Phone http://t.co/oOdugpqG $AAPL $GOOG #hitech #gadgets #mkt #digital"
twitter,neutral,126861880194109440,Thu Oct 20 03:26:43 +0000 2011,#Twitter-on-
google,negative,126518920122335233,Wed Oct 19 04:43:55 +0000 2011,ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman
twitter,irrelevant,126865936115445761,Thu Oct 20 03:42:50 +0000 2011,"Pobres losers los que ponen en FB esto no es #Twitter, ósea no comparen por favor..."
google,neutral,126484021369778177,Wed Oct 19 02:25:15 +0000 2011,#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva
google,positive,126533268119109632,Wed Oct 19 05:40:56 +0000 2011,@Tita_Ramos #Google it =)
twitter,neutral,126866520486846465,Thu Oct 20 03:45:10 +0000 2011,What Is A #Facebook “Like” Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter
twitter,neutral,126865145812107264,Thu Oct 20 03:39:42 +0000 2011,#twitter off'
twitter,negative,126861309185761280,Thu Oct 20 03:24:27 +0000 2011,#stupid fucking #Twitter #Twitterapp give me my Damn #mentions NOOWWWWWW!!!!! UGH! #DRAWLIN AS ALWAYS #TMW #PROMOALLDAY #FOLLOWLIMITISGAY TO
apple,positive,125330595302744064,Sat Oct 15 22:01:57 +0000 2011,Hell yes!!! Got my contacts back!!  Thanks @apple
google,neutral,126499293895987201,Wed Oct 19 03:25:56 +0000 2011,My thoughts on tonight's #Google Ice Cream Sandwich and #Samsung Galaxy Nexus talk: http://t.co/gu7ScKXL
microsoft,irrelevant,126756701855682560,Wed Oct 19 20:28:47 +0000 2011,"Ich glaube, ich habe mich gut auf die Prüfung morgen vorbereitet. #Microsoft #MCITP #HyperV"
twitter,irrelevant,126870493402898434,Thu Oct 20 04:00:57 +0000 2011,Porra mo0 cara que nao entro no #TWITTER mais um Salve pra vc's e amanha tem mais flllws pra quem fika  bora laah pra quem vai ksoaksopk
twitter,irrelevant,126867858461433857,Thu Oct 20 03:50:29 +0000 2011,@NahuN_Robles jajaja fregues de #TWITTER x'D
google,irrelevant,126487408500940800,Wed Oct 19 02:38:42 +0000 2011,Le agregan face unlock: bloquear y desbloquear el telefono con tu rostro. ESTA DEMASIADO INTERESANTE LA CONFERENCIA DE #GOOGLE JUSTO AHORA.
google,irrelevant,126507441985826816,Wed Oct 19 03:58:19 +0000 2011,#Google и #Samsung представили новый смартфон #Galaxy #Nexus на базе новой ОС #Android Ice Cream Sandwich 4.0 http://t.co/yNg45IDC
google,neutral,126502100308996097,Wed Oct 19 03:37:05 +0000 2011,"#Android #Google Samsung's Galaxy Nexus - It's Official, It's Headed For Global Availability, And It's... http://t.co/TI9Hy8LW #DhilipSiva"
microsoft,neutral,126673949907107840,Wed Oct 19 14:59:58 +0000 2011,Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd
twitter,positive,126880912754475008,Thu Oct 20 04:42:21 +0000 2011,#Twitter &gt; #Facebook
twitter,irrelevant,126864993760182272,Thu Oct 20 03:39:06 +0000 2011,Chucha! me equivoque.... perdón cierto que #twitter es ATP
google,irrelevant,126531381152059392,Wed Oct 19 05:33:26 +0000 2011,Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google
twitter,neutral,126878811009728513,Thu Oct 20 04:34:00 +0000 2011,#Twitter Off n.n
apple,positive,126307801046847488,Tue Oct 18 14:45:01 +0000 2011,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...
apple,neutral,125369026351349760,Sun Oct 16 00:34:39 +0000 2011,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
twitter,neutral,126883672682004480,Thu Oct 20 04:53:19 +0000 2011,RT @Sour_D_Reyyy: @obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk
apple,neutral,125935636300570624,Mon Oct 17 14:06:10 +0000 2011,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
twitter,neutral,126859326294999041,Thu Oct 20 03:16:34 +0000 2011,"ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BULLSHIT ."
apple,negative,125987979784224770,Mon Oct 17 17:34:09 +0000 2011,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable."
microsoft,negative,126746946093330434,Wed Oct 19 19:50:01 +0000 2011,"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P"
twitter,irrelevant,126877457675595776,Thu Oct 20 04:28:37 +0000 2011,#Twitter #Pause Cenare :9
microsoft,neutral,126528197750829056,Wed Oct 19 05:20:47 +0000 2011,#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz
microsoft,irrelevant,126695665769250818,Wed Oct 19 16:26:15 +0000 2011,Belle le magliette che diamo a #SMAU in #Microsoft http://t.co/mU5iHlQi
apple,neutral,126394795802370049,Tue Oct 18 20:30:42 +0000 2011,People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???
apple,negative,126348169826148352,Tue Oct 18 17:25:25 +0000 2011,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
apple,irrelevant,125232405517844481,Sat Oct 15 15:31:46 +0000 2011,@chriswglowe @apple @gadgetlab you can tell me tonight ;-) cracking open the vodka tonight if you fancy ?
microsoft,neutral,126745275686600705,Wed Oct 19 19:43:23 +0000 2011,@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in
microsoft,irrelevant,126688740826550272,Wed Oct 19 15:58:44 +0000 2011,RT @dmolim: #Microsoft превратит любую поверхность в тачскрин http://t.co/vkXG7AZ5
twitter,neutral,126880030486822912,Thu Oct 20 04:38:51 +0000 2011,#TWITTER OFF.
apple,negative,125995264325599233,Mon Oct 17 18:03:06 +0000 2011,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?"
twitter,neutral,126881960416120832,Thu Oct 20 04:46:31 +0000 2011,"8am dentist appointment, i really should be going to bed...#makesnomovetogetupfromcomputer #twitter"
microsoft,neutral,126632280985845760,Wed Oct 19 12:14:23 +0000 2011,#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ
apple,irrelevant,125996653990772737,Mon Oct 17 18:08:37 +0000 2011,"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*"
apple,neutral,125677838295764992,Sun Oct 16 21:01:46 +0000 2011,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
microsoft,neutral,126728277896347649,Wed Oct 19 18:35:50 +0000 2011,#pardus SecureBoot'a Karşı Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft
google,irrelevant,126490644616200192,Wed Oct 19 02:51:34 +0000 2011,Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime
apple,negative,126331480233353216,Tue Oct 18 16:19:06 +0000 2011,"RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"
apple,irrelevant,125542941287649280,Sun Oct 16 12:05:44 +0000 2011,"Oja, ik ben gelijk al mijn apps kwijt bedankt @apple ."
twitter,negative,126876493153452032,Thu Oct 20 04:24:47 +0000 2011,#Twitter is blowing me ; I can't see my retweets ;(
apple,neutral,126009386022879232,Mon Oct 17 18:59:13 +0000 2011,Can this ho Siri update your tweets? cc: @apple @iPhone_News
apple,neutral,126283639959990274,Tue Oct 18 13:09:00 +0000 2011,"ok @apple, now we got our iOS5 and #icloud, can we please have #LogicX"
twitter,irrelevant,126879705046597632,Thu Oct 20 04:37:33 +0000 2011,Como esta la gent ermosa del #twitter n.n
twitter,irrelevant,126863734265217025,Thu Oct 20 03:34:05 +0000 2011,#twitter se me hiso vicio
apple,neutral,126008776322064384,Mon Oct 17 18:56:48 +0000 2011,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
apple,negative,126393204550537216,Tue Oct 18 20:24:22 +0000 2011,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
microsoft,irrelevant,126686733222944768,Wed Oct 19 15:50:45 +0000 2011,Hawaii Five.0 kijken. Ruim gesponsord door #microsoft 'I will upload this on skydrive' 'I just found that on #skydrive' #productplacement
twitter,neutral,126868533991849988,Thu Oct 20 03:53:10 +0000 2011,@FATBOYFRESH87 Hey brotha I forgot you had a #twitter
microsoft,irrelevant,126724454649839616,Wed Oct 19 18:20:39 +0000 2011,"Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbritt.nl #MICROSOFT"
twitter,neutral,126864610958647296,Thu Oct 20 03:37:34 +0000 2011,"booiiiii
me feeel like some slp a come on
Gd nite #twitter"
apple,negative,126069614181486593,Mon Oct 17 22:58:32 +0000 2011,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
microsoft,neutral,126481856639143936,Wed Oct 19 02:16:39 +0000 2011,#Microsoft Office v. X for Mac [Old Version] Review: Computer Software Plus  Education Computer Software Sales http://t.co/4GdWlnNM
twitter,irrelevant,126859428455657472,Thu Oct 20 03:16:59 +0000 2011,Y asi cambie las cosas en el #facebook y en #twitter! =D
apple,negative,125355869859876864,Sat Oct 15 23:42:23 +0000 2011,"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts
&gt;("
apple,negative,126031969166434304,Mon Oct 17 20:28:57 +0000 2011,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me."
apple,irrelevant,126319126913363968,Tue Oct 18 15:30:01 +0000 2011,Apple vende 4 millones de iPhone 4S en tres días http://t.co/FH5T5Mi6 #turismo #martesviajero @apple
apple,neutral,126324256236765185,Tue Oct 18 15:50:24 +0000 2011,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
microsoft,irrelevant,126659604628242432,Wed Oct 19 14:02:57 +0000 2011,Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz
google,positive,126515760855134208,Wed Oct 19 04:31:22 +0000 2011,#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google
apple,negative,126382051661328385,Tue Oct 18 19:40:03 +0000 2011,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
microsoft,neutral,126804966491955201,Wed Oct 19 23:40:34 +0000 2011,"RT @WinBetaDotOrg: Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta"
apple,neutral,125988775548559360,Mon Oct 17 17:37:19 +0000 2011,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
